timestamp,student_name,uga_id,q01_age,q02_siblings,q03_campus,q04_roommates,q05_class_standing,q06_major,q07_minor,q08_credit_hours,q09_working,q10_work_hours,q11_transfer,q12_ap_calculus,q13_ap_calculus_score,q14_ap_statistics,q15_ap_statistics_score,q16_college_calculus,q17_college_statistics,q18_math_strength,q19_math_anxiety,q20_statistics_strength,q21_statistics_anxiety,q22_r_experience,q23_r_proficiency,q24_study_hours,q25_sleep_hours,q26_graduation_year,q27_expected_grade,q28_grade_confidence,q29_day_off,q30_music_artist,q31_movie,q32_travel_destination,q33_section,q34_ai_frequency,q35_ai_agent_familiarity,q36_ai_methods,q37_ai_uses,q38_ai_skill,q39_ai_paid,q40_ai_subscriptions,q41_ai_bias_concern,q42_ai_wrong_answers_concern,q43_ai_privacy_concern,q44_ai_jobs_concern,q45_ai_overreliance_concern,q46_ai_oversight_concern,q47_ai_disclosure,q48_ai_coursework_ethics,q49_ai_ethical_objections,q50_ai_harm_responsibility
8/17/2026 9:05:00,,,20,2,Off-campus,3,Junior,Economics,spanish,15,Maybe,,No,Yes,Passed,No,,No,No,4,3,3,6,Yes,4,25,6,2028,A-,4,sleep,drake,princess and the frog,mexico,08:15AM,A few times a month,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor",6,No,,4,5,4,5,4,5,6,5,none,The user
8/17/2026 9:05:05,,,22,2,Off-campus,0,Senior,Management Information Systems,N/A,16,Yes,15,Yes,No,,Yes,Passed,No,No,4,4,3,3,Yes,2,15,7,2026,B+,6,Golf,Dylan Scott,F1,"Scottsdale, AZ",08:15AM,Daily,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",6,Yes,Claude Pro/Max,5,4,6,2,6,2,7,7,none,The user
8/17/2026 9:05:13,,,21,1,Off-campus,3,Senior,Marketing,,15,Yes,15,Yes,No,,Yes,Did not pass,No,No,4,4,4,4,No,,15,6.5,2027,A-,6,play pickleball ,drake ,The departed ,South Africa ,08:15AM,Daily,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Summarizing readings",5,Yes,"Chat GPT Plus/Pro, Claude Pro/Max",2,5,2,7,5,2,5,7,,The user
8/17/2026 9:05:19,,,19,1,Off-campus,3,Sophomore,Finance,personal health and wellbeing,15,Yes,25,No,No,,No,,No,No,6,3,5,3,Yes,4,2,8,2029,A,6,workout and hangout with friends,young thug,annie 2014 ,miami,08:15AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Studying or as a tutor, Summarizing readings, planning",5,Yes,Chat GPT Plus/Pro,3,5,1,5,5,3,6,6,global warming but i still use it oops,The company that built the AI tool
8/17/2026 9:05:21,,,20,3,Off-campus,1,Junior,Marketing,Biochemistry and Molecular Biology,13,Yes,15,No,Yes,Passed,No,,Yes,No,3,4,2,4,Yes,2,12,7,2028,A,5,Hang out with friends,America,Goodwill Hunting,Austria ,08:15AM,Weekly,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",6,No,,5,5,7,7,6,7,7,2,Should be disclosed if used ,The user
8/17/2026 9:05:21,,,20,1,Off-campus,1,Junior,Finance,N/A,18,Yes,20,Yes,No,,Yes,Did not take exam,No,Yes,6,2,6,2,Yes,4,5,6,2028,A,6,Golf,Riley Green,Grown Ups,Hilton Head,08:15AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex)","Writing/editing, Brainstorming, Studying or as a tutor, Coding, Summarizing readings",5,Yes,Claude Pro/Max,3,3,6,3,4,1,6,7,None,The company that built the AI tool
8/17/2026 9:05:22,,,20,3,Off-campus,1,Junior,Management,N/A,12,Maybe,,No,No,,No,,Yes,No,5,3,3,5,Yes,4,3,6,2028,A-,5,An activity or rest,21 Pilots,White Chicks,Italy,08:15AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",6,No,,3,5,5,3,5,1,7,7,None,Not sure
8/17/2026 9:05:24,,,21,2,Off-campus,3,Senior,Risk Management and Insurance,not sure,15,No,,Yes,No,,No,,No,No,4,5,2,5,Yes,3,3,7,2027,B,5,play tennis,pantera,endgame,paris,08:15AM,Weekly,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",5,Yes,Chat GPT Plus/Pro,2,6,2,2,5,3,6,6,none,Not sure
8/17/2026 9:05:32,,,20,1,Off-campus,2,Junior,Management,Health Policy and Management,16,Maybe,,No,Yes,Passed,Yes,Passed,No,No,6,4,3,5,Yes,3,8,7,2027,A,5,Ballet class,Noah Kahan,Blended,London,08:15AM,Weekly,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",6,No,,2,7,6,3,3,2,7,6,It just gets frustrating when people use it cheat and get better grades than people who take exams honestly.,Not sure
8/17/2026 9:05:36,,,21,3,On-campus,2,Junior,Finance,N/A,15,No,,No,Yes,Passed,No,,No,No,5,3,2,4,Yes,3,5,7,2028,A-,5,Play tennis or basketball,Luke Combs,Cars,Iceland,08:15AM,Daily,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",4,No,,2,5,4,4,6,4,6,7,none,Not sure
8/17/2026 9:05:38,,,22,1,Off-campus,2,Senior,Management Information Systems,None,16,Maybe,,Yes,No,,No,,No,Yes,3,4,2,3,No,,3.5,7,2026,A,6,Play tennis ,Drake,Pursuit of Happyness,Cancun,08:15AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",5,Yes,Chat GPT Plus/Pro,5,6,4,7,6,3,6,5,None,The company that built the AI tool
8/17/2026 9:05:39,,,20,1,Off-campus,4,Junior,Real Estate,N/A,12,No,,No,No,,Yes,Passed,No,No,2,5,4,4,Yes,2,20,7,2028,A,5,Hang out with friends,Steely Dan,Five Easy Pieces (1970),"Italy, but I want to go to Scandinavia",08:15AM,A few times a month,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Brainstorming, Studying or as a tutor",5,No,,5,5,7,7,7,7,7,4,"Environmental concerns, not enough regulation for a technology we don't know the capabilities of.",The company that built the AI tool
8/17/2026 9:05:43,,,20,1,Off-campus,3,Junior,Real Estate,Spanish,15,Yes,15,No,Yes,Passed,No,,No,Yes,5,3,2,4,Yes,3,5,6,2026,B,5,Go to the pool,Vince Staples,Pitch Perfect,"Cahuita, Costa Rica",08:15AM,A few times a month,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics",3,No,,5,5,6,6,7,7,7,6,"Environmental, economic, and personal intelligence/growth effects",The company that built the AI tool
8/17/2026 9:05:44,,,20,2,Off-campus,3,Junior,Finance,,12,Yes,16,No,No,,Yes,Passed,No,No,6,3,6,2,Yes,3,15,7,2028,A-,6,hang with friends/go on walks ,morgan wallen/taylor swift,tangled,california ,08:15AM,Weekly,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics",4,Yes,Chat GPT Plus/Pro,4,4,4,5,5,5,3,6,,Not sure
8/17/2026 9:05:46,,,21,2,Off-campus,3,Junior,Finance,,15,Maybe,,Yes,No,,Yes,Did not pass,Yes,No,7,2,5,3,Yes,5,20,8,2028,A,6,Go hiking,Red hot chili peppers,Interstellar,Thailand,08:15AM,A few times a month,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Math/Statistics, Coding",4,No,,4,6,5,6,5,5,6,6,None,The user
8/17/2026 9:05:48,,,20,2,Off-campus,3,Senior,Accounting,None,9,Yes,30,No,No,,No,,Yes,No,5,2,2,5,No,,5,8,2027,A-,3,Golfing,Tate Mcrae,The Dark Knight,Gatlinburg TN,08:15AM,Daily,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",7,No,,2,5,3,6,4,3,4,7,None,The government/regulators
8/17/2026 9:05:50,,,21,3,Off-campus,20,Senior,Risk Management and Insurance,Consumer Economics ,16,Maybe,,No,No,,Yes,Passed,No,Yes,3,6,5,6,Yes,5,5,8,Summer 2026,B+,3,Play Video Games,Machine Girl,Indiana Jones and the Last Crusade,"Disneyworld, Orlando Florida",08:15AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",5,Yes,"Chat GPT Plus/Pro, Claude Pro/Max",4,6,6,5,6,4,7,7,Claiming AI work as your own and receiving full credit.,The company that built the AI tool
8/17/2026 9:05:53,,,22,6,Off-campus,1,Senior,Management,N/A,12,Maybe,,Yes,No,,No,,No,No,3,5,3,5,Yes,3,6,6,2027,A-,5,Play guitar,Steely Dan,Lord of the Rings: The two towers,The beach,08:15AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",4,No,,5,7,7,2,7,5,7,7,None,The user
8/17/2026 9:05:55,,,20,1,Off-campus,4,Junior,Management Information Systems,N/A,15,Maybe,,No,Yes,Did not pass,No,,No,No,5,2,4,2,Yes,4,8,8,28,A,5,Play lacrosse,flatland calvary,christmas vacation,australia,08:15AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding",6,Yes,Chat GPT Plus/Pro,1,4,1,5,3,3,4,6,none,The company that built the AI tool
8/17/2026 9:05:55,,,20,1,On-campus,1,Junior,Management Information Systems,N/A,12,Yes,10,No,No,,No,,No,No,5,2,2,5,No,,5,8,2028,A,5,Play Guitar,Van Halen,Speed Racer (2008),Edenborough,08:15AM,Weekly,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",6,Yes,"Chat GPT Plus/Pro, Claude Pro/Max",4,5,7,4,6,3,5,7,none,Not sure
8/17/2026 9:05:55,,,21,2,Off-campus,3,Junior,Management,N/A,12,Yes,40,Yes,No,,No,,No,No,5,2,4,2,Yes,5,15,8,2027,A,5,Golf,Pink Floyd,Casino Royale,Colorado,08:15AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",5,Yes,Super Grok,4,7,5,2,6,2,7,7,N/A,The user
8/17/2026 9:05:55,,,20,1,Off-campus,1,Junior,Finance,n/a,12,No,,No,No,,Yes,Passed,No,No,5,1,5,1,Yes,5,15,7,2028,A,6,basketball,red hot chili peppers,a new hope,Colorado ,08:15AM,Daily,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",5,No,,2,5,2,2,4,2,7,5,n/a,Not sure
8/17/2026 9:05:56,,,21,2,Off-campus,2,Senior,Accounting,n/a,13,Yes,20,No,No,,Yes,Did not take exam,No,No,6,3,4,4,No,,25,7,2027,A,5,playing cards with my friends ,Adele ,The Other Woman ,Albania ,08:15AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Summarizing readings",6,No,,5,7,6,7,5,7,7,4,"na, I use it responsibly. ",Not sure
8/17/2026 9:05:56,,,20,1,Off-campus,0,Junior,Management Information Systems,Management Information Systems,13,Yes,15,No,Yes,Passed,No,,No,No,3,5,4,5,Yes,5,8,6,,A-,5,Play games,Vacations,N/A,"Fernandina Beach, FL",08:15AM,Never,,,,,,,6,7,5,5,6,7,7,4,"Generating misleading content, environmental damages",The user
8/17/2026 9:06:00,,,20,2,Off-campus,3,Junior,Marketing,,12,No,,No,No,,No,,No,No,7,4,1,7,Yes,3,3,7,2028,A-,5,Hangout with family and friends,Cody Johnson,Dear John,Anna Maria Island,08:15AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",6,No,,1,6,5,3,6,2,6,7,,The company that built the AI tool
8/17/2026 9:06:01,,,21,1,Off-campus,4,Senior,Risk Management and Insurance,,15,Yes,15,No,Yes,Did not take the exam,Yes,Passed,Yes,No,5,2,6,2,No,,2,7,2027,B,5,hunt,widespread panic,dazed and confused,bora bora,08:15AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Coding, Summarizing readings",6,Yes,Claude Pro/Max,2,5,6,2,4,3,7,7,none,The user
8/17/2026 9:06:04,,,19,1,Off-campus,0,Junior,Finance,none,15,No,,No,No,,No,,No,No,6,2,5,3,Yes,6,5,8,2029,A,6,play golf or tennis,The Beatles,Inception,Italy,08:15AM,A few times a month,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Brainstorming, Studying or as a tutor, Math/Statistics",4,No,,2,2,2,3,3,2,4,6,none,Not sure
8/17/2026 9:06:06,,,20,2,On-campus,1,Junior,Marketing,biotechnology,15,Maybe,,No,No,,No,,Yes,Yes,2,5,4,4,Yes,1,10,7,2028,A-,5,run,zach top,white chicks,"cacun, mexico",08:15AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Brainstorming, Math/Statistics",7,Yes,Chat GPT Plus/Pro,1,3,3,1,3,1,1,7,,Not sure
8/17/2026 9:06:07,,,21,1,Off-campus,1,Senior,Risk Management and Insurance,NA,15,Yes,10,No,No,,No,,No,No,2,6,2,6,No,,10,7,2027,B,4,Rock Climb,Gregory Alan Isokov,Whiplash,Iceland,08:15AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex)","Brainstorming, Studying or as a tutor, Summarizing readings",6,No,,5,7,2,4,6,6,3,6,NA,The user
8/17/2026 9:06:10,,,21,1,Off-campus,2,Junior,Finance,Emphasis in Pricing & Valuation,15,Yes,20,No,No,,Yes,Passed,No,No,4,6,7,2,Yes,3,10,5,2028,A,6,lay by the pool,john summit,sweet home alabama,morocco,08:15AM,Daily,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",5,Yes,Chat GPT Plus/Pro,1,5,7,4,7,3,6,7,none,The user
8/17/2026 9:06:10,,,20,3,Off-campus,3,Junior,Economics,N/A,16,Maybe,,Yes,No,,No,,No,Yes,6,1,4,3,Yes,4,5,8,2028,A,4,Play soccer,Bad Bunny,Interstellar,"Barcelona, Spain",08:15AM,Daily,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",6,Yes,"Chat GPT Plus/Pro, Claude Pro/Max",5,5,2,5,4,3,5,7,None,The company that built the AI tool
8/17/2026 9:06:12,,,19,2,Off-campus,4,Junior,Finance,N/A,15,Yes,10,No,Yes,Passed,No,,No,No,6,3,4,3,Yes,4,4,7,2028,A,5,Golf,Led zeppelin,Primal Fear,Beach,08:15AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",5,No,,2,7,2,3,3,2,5,7,None,Not sure
8/17/2026 9:06:15,,,20,3,Off-campus,3,Junior,Management Information Systems,,15,Yes,13,No,No,,No,,Yes,No,3,5,3,5,Yes,4,4,7,2028,A,6,Get a coffee with friends,Lumineers,Little Women,Scotland,08:15AM,A few times a month,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)",Studying or as a tutor,5,No,,4,6,7,7,7,7,7,4,,Not sure
8/17/2026 9:06:15,,,20,1,Off-campus,3,Junior,Finance,N/A,12,Yes,6,No,Yes,Passed,No,,No,No,7,2,5,2,Yes,4,4,8,2028,A,5,play tennis,Zach Bryan,Diary of a Wimpy Kid,Hilton Head,08:15AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Summarizing readings",5,No,,2,2,2,5,4,3,6,5,"I think that it is ok to use AI within reason, if it is genuinely helpful to to important work.",The government/regulators
8/17/2026 9:06:20,,,20,2,Off-campus,3,Junior,Management Information Systems,,13,Yes,10,No,Yes,Passed,Yes,Passed,No,Yes,7,1,6,1,No,,15,8,2028,A,6,Hike,Tucker Wetmore,Shawshank Redemption,Peru,08:15AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",5,No,,6,7,6,5,6,4,5,6,,The company that built the AI tool
8/17/2026 9:06:20,,,20,1,Off-campus,4,Junior,Management,Certificate in Legal Studies,15,Maybe,,No,Yes,Passed,Yes,Passed,No,No,4,5,3,5,Yes,2,12,7,2028,B+,6,tan,harry styles,pitch perfect,"Yalikavak, turkey",08:15AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",6,No,,2,7,2,5,6,2,6,7,none,The company that built the AI tool
8/17/2026 9:06:24,,,20,1,Off-campus,1,Junior,Marketing,Double major with Spanish ,18,No,,Yes,No,,Yes,Passed,Yes,No,6,3,7,2,Yes,3,20,9,2028,A,6,go to the lake ,elevation worship,How to lose a guy in 10 days ,Croatia ,08:15AM,A few times a month,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Summarizing readings",5,No,none,2,6,2,3,4,3,6,6,none,Not sure
8/17/2026 9:06:27,,,21,1,On-campus,1,Senior,Risk Management and Insurance,RMIN,15,No,,No,No,,No,,Yes,No,4,5,3,6,No,,10,6,2027,A-,4,play golf,Kanye West,ferris bueller's day off,NA,08:15AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",5,No,,3,6,4,3,3,4,6,7,None,Not sure
8/17/2026 9:06:28,,,20,1,Off-campus,4,Junior,Accounting,,15,Maybe,,No,Yes,Did not pass,Yes,Passed,No,No,7,2,5,3,Yes,2,3,8,2028,A,5,Go on walks with my friends,Justin Bieber,The holiday,Cabo,08:15AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Brainstorming, Studying or as a tutor, Math/Statistics",5,Yes,Chat GPT Plus/Pro,3,5,4,2,1,3,5,6,I only use it for study purposes not to just get an answer for an assignment,The user
